Probe Name,Class Name,,Avg Count,Min Count,Max Count,%CV,,20230616_210462891024_K1241-B_02.RCC,20230616_210462891024_K1628-B_03.RCC,20230616_210462891024_K1865-B_04.RCC,20230616_210462891024_K2032-B_05.RCC,20230616_210462891024_K2068-B_06.RCC,20230616_210462891024_K2323-B_07.RCC,20230616_210462891024_K2360-B_08.RCC,20230616_210462891024_K2520-B_09.RCC,20230616_210462891024_K2669-B_10.RCC,20230616_210462891024_K2742-B_11.RCC,20230616_210462891024_K2849-B_12.RCC,20230616_210462891024_K853-B_01.RCC,20230707_210462871024_K1241-Tx_09.RCC,20230707_210462871024_K1628-Tx_10.RCC,20230707_210462871024_K2032-Tx_11.RCC,20230707_210462871024_K2360-Tx_12.RCC,20230707_210462871024_K4106-B_01.RCC,20230707_210462871024_K4196-B_02.RCC,20230707_210462871024_K4258-B_03.RCC,20230707_210462871024_K4307-B_04.RCC,20230707_210462871024_K4360-B_05.RCC,20230707_210462871024_K4368-B_06.RCC,20230707_210462871024_K5046-B_07.RCC,20230707_210462871024_K853-Tx_08.RCC,20230707_210462881024_K2894-B_01.RCC,20230707_210462881024_K2917-B_02.RCC,20230707_210462881024_K3056-B_03.RCC,20230707_210462881024_K3566-B_04.RCC,20230707_210462881024_K3812-B_05.RCC,20230707_210462881024_K3953-B_06.RCC,20230707_210462881024_K3975-B_07.RCC,20230707_210462881024_K4010-B_08.RCC,20230707_210462881024_K4020-B_09.RCC,20230707_210462881024_K4023-B_10.RCC,20230707_210462881024_K4054-B_11.RCC,20230707_210462881024_K4093-B_12.RCC,20230707_210462901024_K2742-Tx_01.RCC,20230707_210462901024_K2849-Tx_02.RCC,20230707_210462901024_K2894-Tx_03.RCC,20230707_210462901024_K2917-Tx_04.RCC,20230707_210462901024_K3056-Tx_05.RCC,20230707_210462901024_K3566-Tx_06.RCC,20230707_210462901024_K3953-Tx_07.RCC,20230707_210462901024_K3975-Tx_08.RCC,20230707_210462901024_K4106-Tx_09.RCC,20230707_210462901024_K4258-Tx_10.RCC,20230707_210462901024_K4360-Tx_11.RCC,20230707_210462901024_K4368-Tx_12.RCC
,,,,,,,,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Treatment,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,Endogenous,,13.02,1,69.12,115.11,,69.12,6.52,31.41,6.63,3.49,8.47,6.79,6.19,1.03,9.98,8.13,30.11,2.7,4.31,8.84,7.32,34.77,1,9.37,2.5,3.52,1.27,1.76,41.82,15.9,19.76,2.86,14.7,7.25,2.13,9.15,1.72,5.03,2.08,9.51,21.61,1.93,2.57,21.84,6.11,5.23,58.56,20.46,17.85,5.33,28.85,34.65,3.05
BLNK,Endogenous,,43.64,12.68,117.5,53.17,,69.12,19.55,62.82,16.11,33.72,48.01,29.41,39.6,17.14,31.6,24.38,48.93,53.07,89.6,17.69,30.51,38.25,48.78,37.48,81.78,14.97,29.24,52.28,35.85,31.81,63.22,78.58,40.42,12.68,24.49,24.41,26.05,27.28,26.23,77.8,51.31,39.63,54.03,14.56,73.27,76.64,70.27,45,39.27,56.85,36.06,17.33,117.5
BMI1,Endogenous,,335.25,129.71,680.56,37.53,,575.99,565.97,254.43,340.23,305.83,393.49,429.81,680.56,167.25,369.2,217.41,297.34,269.84,153.36,368.79,307.56,194.72,429.45,320.93,463.99,360.18,252.99,298.98,292.75,190.85,264.72,562.89,429.91,228.91,309.8,337.19,577.49,136.42,348.91,366.51,191.75,414.68,251.11,203.86,256.46,557.37,327.93,364.1,310.55,303.8,317.33,398.5,129.71
BST1,Endogenous,,134.49,19.96,621.84,87.64,,207.36,92.16,109.94,97.62,77.91,237.22,115.37,105.18,112.07,19.96,67.05,188.19,30.58,73.23,35.38,112.29,399.87,135.73,96.05,112.66,184.05,115.69,192.66,221.05,113.98,86.92,34.29,51.44,74.29,534.43,33.57,84.78,69.65,44.13,133.12,156.64,34.8,61.75,91.01,134.33,78.38,210.81,621.84,146.35,158.12,97.36,238.23,25.94
BST2,Endogenous,,483.97,53.15,1713.48,78.41,,714.23,468.23,490.01,1713.48,213.96,344.54,1560.89,537.02,162.45,197.9,310.88,342.51,357.99,499.72,598.74,599.26,278.17,479.29,264.71,292.91,66.05,1545.94,697.23,388.34,249.17,82.97,1047.21,249.86,53.15,88.36,180.04,269.58,652.67,564.58,895.54,340.28,546.14,345.28,331.27,482.38,794.25,538.74,212.73,117.8,483.23,292.09,168.93,1120.09
BTK,Endogenous,,51.85,15.16,118.22,57.06,,115.2,28.86,106.8,15.16,23.26,81.9,31.67,16.09,32.9,23.28,32.51,52.69,68.36,30.16,23.88,50.04,118.22,65.74,35.14,62.59,29.06,21.61,91.05,71.69,45.06,51.36,55.72,55.12,20.54,20.23,39.67,25.8,70.36,29.56,97.68,59.41,27.07,49.91,54.61,103.8,107.99,105.4,40.91,24.99,31.98,72.12,38.98,32.81
BTLA,Endogenous,,39.33,6.64,152.25,73.73,,92.16,21.41,56.54,25.59,41.86,28.24,20.36,12.37,21.93,11.64,26.41,33.87,27.88,18.09,29.19,30.51,121.7,38.17,28.11,18.36,14.09,13.98,68.14,59.74,39.76,47.41,37.15,22.05,6.64,20.23,28.99,20.64,37.34,29.98,83.85,56.71,22.23,38.59,58.25,97.7,27.87,152.25,53.18,28.56,40.86,36.06,30.32,10.68
C1QA,Endogenous,,825.4,166.29,2243.4,61.1,,737.27,177.8,1228.16,532.62,1294.25,1419.57,518.04,214.07,391.73,334.27,548.61,918.37,1174.71,166.29,784.46,706.66,340.76,1502.03,356.07,1020.61,295.01,617.87,1222.95,310.67,535.44,359.55,920.06,595.26,173.95,1151.9,617.93,330.77,1962.32,649.1,1715,1639.3,696.93,718.35,345.83,1544.84,2243.4,1194.59,1480.95,688.92,639.57,1103.46,727.69,771.4
C1QB,Endogenous,,2539.31,535.91,6666.7,67.65,,2326.99,671.16,3530.56,1681.26,3386.21,5818.52,1314.32,657.05,1229.33,608.68,1655.99,2243.23,3149.95,535.91,2711.57,1858.81,1008.36,6558.98,662.95,4423.76,1185.34,1361.6,5045.09,1099.3,1192.81,667.74,1841.54,1477.14,683.11,3235.33,1426.58,786.86,6666.7,2394.04,6184.04,4574.92,1581.39,2586.25,1641.8,4268.15,5747.83,3642.32,3874.2,2266.67,2137.23,3245.46,2209.05,2830.74
C1QBP,Endogenous,,873.52,379.31,2762.1,49.05,,760.3,560.39,662.77,565.79,604.68,1287.78,1058.69,744.9,1400.35,1074.33,1204.91,809.22,1463.44,429.07,736.7,897.06,532,1673.28,1464.12,817.82,1108.72,532.69,996.8,519.78,649.42,379.31,808.62,624.66,1115.56,1050.76,810.18,891.79,1441.04,2762.1,653.5,540.13,781.99,1349.22,549.69,665.56,484.21,445.04,699.56,592.55,623.58,728.43,991.91,384.55
C1R,Endogenous,,1696.93,87,8276.36,88.01,,575.99,3042.1,848.09,1486.98,2932.7,1110.8,637.93,704.07,798.88,144.69,507.97,2563.15,1410.37,904.66,1517.63,357.6,858.85,472.93,1541.42,827,2606.69,8276.36,1440.87,1529.45,1783.92,1418.45,415.74,554.84,1752.17,5000.44,1682.91,1436.35,708.67,565.41,3096.34,1922.87,87,624.18,356.75,3156.84,1060.74,2494.58,3346.46,2416.59,3848.08,4201.07,1615.64,809.55
C1S,Endogenous,,1206.45,44.46,3114.76,62.52,,760.3,1259.47,662.77,1539.1,1675.66,1112.68,660.55,673.13,591.19,63.2,404.35,2107.73,1199,745.27,1725.46,244.1,625.88,569.95,1241.57,1168.32,1484.76,3114.76,1342.77,1230.73,1367.76,584.76,1118.64,562.19,2026.38,2498.62,685.07,1686.27,244.12,574.57,2316.64,1428.65,44.46,612.34,349.47,1459.35,1114.73,2225.21,2106.88,2234.54,2892.28,2221.34,952.93,399.81
C2,Endogenous,,245.14,24.76,1009.13,79.88,,322.55,163.83,282.7,256.83,110.47,1009.13,92.75,87.85,114.81,33.26,152.39,127.97,376.88,156.81,284.78,62.25,111.27,236.46,72.62,620.88,158.51,120.78,519.25,244.95,156.39,86.92,338.59,95.54,24.76,175.66,154.1,28.75,458.09,134.48,500.5,442.91,33.83,178.56,87.37,268.67,250.81,269.37,306.83,381.94,469.02,706.79,173.26,323.51
C3,Endogenous,,640.94,23.71,5567.81,150.29,,184.32,65.16,640.78,1139.16,154.66,394.43,140.25,835.23,148.05,28.27,217.41,636.08,427.25,1437.12,1837.78,128.15,542.43,264.03,1117.42,369.69,338.17,367.41,1866.72,262.88,455.92,23.71,132.87,88.19,481.98,366.22,88.49,32.93,56.72,534.6,2429.01,118.83,25.13,930.35,232.98,232.03,172.43,1358.55,2810.53,46.4,5567.81,104.58,398.5,533.34
C3AR1,Endogenous,,122.37,34.92,378.64,65.8,,92.16,46.54,91.09,38.86,126.75,239.1,42.98,45.78,38.04,34.92,89.4,143.02,188.89,46.53,109.67,97.64,83.45,137.85,49.19,201.12,64.29,109.33,125.7,71.69,106.03,86.92,350.02,69.81,37.45,81.97,207.5,59.71,221.86,87.02,202.27,207.95,37.7,156.43,87.37,250.35,269.97,117.12,98.18,146.35,85.28,378.64,116.95,96.9
C4B,Endogenous,,448.5,12.52,2821.06,130.89,,138.24,249.47,383.21,310.85,2821.06,121.43,334.8,1696.45,78.14,143.02,107.69,1358.73,38.68,1214.83,958.69,54.92,264.26,14.32,297.51,12.52,51.96,455.14,274.9,914.09,1354.51,758.61,560.03,99.21,41.68,97.94,117.48,555.13,22.26,84.1,343.17,442.91,61.86,87.48,433.2,427.43,459.83,726.12,90,60.68,2107.03,25.24,103.96,173.2
C4BPA,Endogenous,,75.16,1.37,787.03,236.64,,69.12,11.17,458.6,7.58,5.81,3.77,2.26,3.71,1.37,4.99,4.06,11.29,74.66,423.9,5.31,3.66,13.91,2.12,7.03,3.34,6.16,7.63,555.67,35.85,5.3,15.8,2.86,3.67,3.62,9.58,9.15,1.97,5.74,2.08,604.23,24.31,2.9,101.89,10.92,6.11,10.45,222.52,20.46,17.85,787.03,7.21,4.33,4.58
C5,Endogenous,,91.57,20.82,520.54,92.32,,253.43,68.88,135.07,90.03,86.05,28.24,97.27,73.01,65.46,99.78,58.92,48.93,60.26,362.73,89.32,59.8,73.02,38.7,35.14,33.38,84.54,129.68,119.24,83.64,106.03,94.83,38.57,88.19,54.36,100.07,33.57,37.84,44.52,20.82,106.32,48.61,68.63,42.2,87.37,85.49,66.19,93.69,118.64,46.4,520.54,64.91,73.64,79.35
C6,Endogenous,,57.23,6.04,856.31,219.98,,115.2,13.96,84.81,15.16,23.26,21.65,33.93,21.04,18.85,24.95,28.45,90.33,11.69,286.91,49.53,25.63,69.54,8.48,25.77,12.52,17.61,24.16,58.74,101.57,50.36,55.32,31.43,29.4,6.04,15.97,35.09,6.63,17.23,12.91,26.8,24.31,14.5,11.84,61.89,54.95,27.87,58.56,40.91,57.11,856.31,14.42,43.31,9.92
C7,Endogenous,,384.93,3.05,4391.24,213.5,,23.04,194.55,1894.07,13.27,788.41,150.62,450.17,343.99,106.59,29.93,40.64,511.88,35.98,582.43,33.61,180.63,858.85,4.24,93.7,8.35,7.93,298.76,1546.6,346.52,397.6,27.66,28.57,33.07,3.62,26.62,105.28,104.69,41.64,19.15,4391.24,37.81,4.83,375.64,112.85,18.32,8.71,3115.3,20.46,14.28,966.46,14.42,60.64,3.05
C8A,Endogenous,,39.53,3.93,604.04,236.76,,46.08,5.59,12.56,4.74,10.47,21.65,31.67,12.37,6.17,23.28,18.29,26.35,10.79,281.74,16.8,12.2,31.29,9.54,16.4,15.02,11.45,12.71,8.81,71.69,18.55,31.61,12.86,14.7,10.87,13.84,13.73,3.93,7.18,6.66,23.34,24.31,16.43,8.75,47.32,30.53,20.9,128.83,40.91,17.85,604.04,43.27,34.65,4.58
C8B,Endogenous,,58.47,4.23,1044.63,282.61,,46.08,7.45,65.96,4.74,10.47,16.94,11.31,11.14,5.14,8.32,12.19,26.35,17.09,494.55,9.73,7.32,27.82,7.42,14.06,10.85,7.05,13.98,59.33,41.82,13.25,11.85,17.14,14.7,4.23,9.58,13.73,5.41,9.33,7.49,154.73,27.01,10.63,40.14,25.48,36.64,22.64,245.94,32.73,35.7,1044.63,46.88,30.32,9.16
C8G,Endogenous,,42.85,6.14,310.9,122.1,,138.24,26.06,40.83,17.06,25.58,18.83,33.93,21.04,21.59,23.28,10.16,71.51,11.69,157.67,9.73,17.09,31.29,12.19,107.76,12.52,20.25,15.26,14.68,89.62,42.41,39.51,21.43,18.37,14.5,12.78,30.52,6.14,15.8,7.91,23.34,59.41,20.3,7.2,98.29,61.06,31.35,81.98,77.73,24.99,310.9,43.27,47.65,12.21
C9,Endogenous,,95.64,6.65,1728.62,334.06,,46.08,13.96,31.41,14.22,45.35,20.71,22.62,9.9,10.28,6.65,12.19,33.87,17.99,1475.89,15.03,18.31,27.82,13.78,16.4,16.69,15.85,11.44,24.08,41.82,29.16,39.51,18.57,7.35,7.85,63.88,59.5,16.46,12.92,6.66,19.02,148.54,20.3,14.41,61.89,61.06,47.03,58.56,73.64,42.83,1728.62,36.06,43.31,11.45
CAMP,Endogenous,,21.85,3.77,166.9,120.68,,46.08,6.52,18.85,7.58,10.47,16,13.57,23.51,3.77,8.32,6.1,26.35,8.1,10.34,11.5,12.2,166.9,4.24,14.06,7.51,11.45,7.63,59.33,59.74,15.9,35.56,14.29,29.4,4.83,9.58,35.09,9.83,6.46,4.16,26.8,18.9,10.63,9.26,72.81,24.42,29.61,35.13,8.18,17.85,17.77,14.42,30.32,7.63
CARD11,Endogenous,,50.32,11.45,147.63,68.01,,115.2,16.76,147.63,20.85,43.03,23.53,27.15,33.41,29.13,21.62,42.67,63.98,58.47,18.95,14.15,15.87,135.61,54.08,23.43,51.74,11.45,34.33,81.65,71.69,108.68,19.76,50,51.44,18.12,15.97,48.82,31.7,74.67,25.81,118.43,48.61,22.23,66.38,54.61,97.7,40.06,117.12,28.64,32.13,46.19,50.48,43.31,48.07
CARD9,Endogenous,,61.28,11.85,214.3,67.37,,138.24,13.96,138.21,27.48,39.54,57.42,38.46,81.67,27.42,39.91,71.12,82.8,55.77,21.54,75.17,36.61,59.11,59.91,46.85,61.75,31.7,31.78,68.14,35.85,53.01,11.85,214.3,22.05,18.12,31.94,73.24,40.55,127.81,40.39,93.36,59.41,31.9,52.49,112.85,67.17,165.47,117.12,53.18,42.83,42.64,54.09,43.31,32.05
CASP1,Endogenous,,246.07,48.23,676.09,62.12,,184.32,387.24,329.81,72.97,227.92,253.22,61.08,97.75,81.57,48.23,103.63,169.37,249.15,95.64,103.47,236.78,458.98,479.82,81.99,373.86,62.53,230.11,676.09,173.26,140.49,126.44,218.58,202.1,144.35,415.19,96.12,224.85,376.95,147.39,649.18,340.28,106.33,314.92,182.02,268.67,377.96,562.16,298.64,217.74,284.25,375.03,147.27,355.56
CASP10,Endogenous,,29.21,3.57,134.69,74.48,,23.04,8.38,31.41,13.27,16.28,34.83,27.15,17.32,14.39,13.3,22.35,30.11,31.48,14.65,25.65,35.39,6.95,38.17,44.51,67.6,15.85,20.34,58.15,35.85,23.86,19.76,27.14,11.02,13.29,11.71,12.21,31.7,28.72,9.58,41.49,45.91,23.2,43.22,134.69,12.21,67.93,46.85,49.09,3.57,19.54,28.85,34.65,15.26
CASP3,Endogenous,,125.01,43.65,320.94,53.64,,138.24,226.2,72.24,59.71,124.42,152.5,119.89,60.63,77.45,49.89,142.23,79.04,225.77,88.74,46.87,167.21,111.27,258.2,114.79,309.61,177.89,115.69,99.27,125.46,58.32,138.29,104.29,73.49,76.1,43.65,111.38,57.99,188.84,104.09,123.61,140.43,80.23,146.65,61.89,116.02,92.31,128.83,57.27,117.8,85.28,320.94,147.27,282.31
CASP8,Endogenous,,370.15,75.07,1303.92,55.57,,230.4,125.67,603.09,396.15,254.66,402.9,217.17,305.63,387.96,94.79,365.74,410.25,360.69,161.98,445.74,379.57,1303.92,328.19,175.69,419.76,247.46,298.76,729.54,334.57,445.32,75.07,507.17,264.56,539.96,132.01,373.81,339.12,451.63,260.22,745.13,288.97,114.06,413.2,400.44,225.93,538.21,597.29,257.73,242.73,529.42,317.33,264.22,463.14
CCL1,Endogenous,,15.67,2.34,71.69,88.34,,46.08,9.31,28.27,4.74,12.79,6.59,6.79,4.95,2.4,4.99,14.22,7.53,8.99,15.51,3.54,14.65,38.25,5.83,2.34,16.69,10.57,7.63,3.52,71.69,31.81,23.71,8.57,25.72,3.02,7.45,15.26,2.95,2.87,3.75,12.1,13.5,6.77,7.2,32.76,24.42,17.42,23.42,20.46,21.42,21.32,32.45,38.98,6.87
CCL11,Endogenous,,39.76,2.91,300.24,127.77,,184.32,49.34,31.41,33.17,10.47,37.65,40.72,11.14,8.91,24.95,26.41,33.87,11.69,15.51,38.03,28.07,34.77,7.42,18.74,25.87,47.55,26.7,21.15,71.69,26.51,15.8,8.57,29.4,4.23,10.65,10.68,5.16,7.9,2.91,38.9,21.61,25.13,14.92,36.4,67.17,71.41,70.27,36.82,82.1,300.24,25.24,138.61,18.31
CCL13,Endogenous,,169.77,7.25,1269.31,147.13,,161.28,35.37,62.82,10.42,169.78,212.75,52.03,14.85,38.38,18.29,65.02,67.75,150.21,13.79,22.99,21.97,27.82,195.11,39.82,109.32,57.24,197.06,200.3,35.85,84.82,71.12,87.15,213.12,7.25,8.52,19.83,7.86,922.64,26.23,355.28,1269.31,9.67,67.92,134.69,232.03,88.83,527.02,351.83,517.59,143.9,724.82,285.88,11.45
CCL14,Endogenous,,263.16,12.97,1815.54,136.01,,207.36,229.93,1815.54,97.62,87.21,196.74,97.27,770.89,95.62,177.95,146.3,669.96,99.84,357.56,26.53,373.47,55.63,42.42,171.01,75.94,162.04,47.04,286.06,89.62,392.3,55.32,151.44,150.65,39.26,95.81,105.28,181.85,176.63,141.98,1097.81,70.22,272.59,380.79,50.96,311.41,95.8,1499.09,151.37,42.83,349.99,295.7,129.94,12.97
CCL15,Endogenous,,15.05,2.46,58.56,83.33,,46.08,5.59,9.42,9.48,6.98,9.41,13.57,9.9,3.43,16.63,14.22,41.4,9.89,15.51,6.19,12.2,20.86,4.24,23.43,4.17,3.52,8.9,5.87,23.9,5.3,27.66,5.71,25.72,4.83,8.52,7.63,2.46,7.9,2.91,6.05,27.01,8.7,5.15,18.2,36.64,13.93,58.56,12.27,21.42,37.31,21.64,25.99,6.1
CCL16,Endogenous,,33.25,2.26,234.51,143.11,,161.28,15.82,97.37,7.58,12.79,11.3,2.26,17.32,6.17,16.63,18.29,60.22,9.89,183.52,7.08,20.75,10.43,6.89,2.34,6.68,9.69,10.17,12.34,77.67,23.86,31.61,12.86,33.07,7.85,10.65,30.52,9.58,12.92,7.08,54.46,13.5,17.4,6.17,61.89,42.74,15.68,81.98,32.73,24.99,234.51,21.64,21.66,2.29
CCL17,Endogenous,,33,5.48,117.12,81.72,,115.2,14.89,43.97,5.69,75.58,18.83,22.62,18.56,5.48,21.62,14.22,60.22,12.59,12.06,10.61,19.53,31.29,8.48,32.8,12.52,17.61,16.53,52.87,89.62,74.22,35.56,18.57,36.74,8.46,8.52,28.99,16.22,12.92,9.16,64.83,37.81,11.6,27.79,47.32,36.64,22.64,117.12,49.09,35.7,58.63,32.45,51.98,7.63
CCL18,Endogenous,,534.32,6.39,5451.57,217.95,,322.55,92.16,1796.69,15.16,104.66,1017.61,101.8,90.33,292,14.97,449.05,139.26,19.79,36.19,39.8,43.94,146.04,129.9,56.22,1215.89,1162.44,78.82,5451.57,35.85,39.76,59.27,85.72,121.26,50.73,6.39,207.5,14.01,729.5,59.54,3605.48,5039.43,13.53,160.55,240.26,61.06,55.74,374.77,106.37,174.91,460.13,634.67,485.13,9.16
CCL19,Endogenous,,134.96,6.64,1077.9,156.61,,138.24,213.17,169.62,21.8,108.14,184.51,52.03,23.51,38.73,16.63,95.5,203.25,23.39,49.97,17.69,17.09,1077.9,16.97,379.5,15.02,52.84,55.94,200.3,137.41,498.33,55.32,72.86,47.77,6.64,25.55,51.88,77.65,24.41,73.28,662.14,21.61,7.73,98.28,98.29,30.53,33.09,749.55,40.91,28.56,296.69,25.24,125.61,16.79
CCL2,Endogenous,,853.05,41.52,4099.6,105.17,,529.91,2735.84,464.88,41.7,1745.43,271.11,454.7,225.2,176.84,123.07,97.53,1268.4,567.57,259.34,181.3,645.64,559.81,1741.14,231.92,1238.42,191.98,2143.46,549.8,579.52,535.44,928.51,510.03,242.51,112.95,41.52,2909.62,305.46,213.25,202.77,975.06,4099.6,85.06,257.8,673.47,1312.81,1696.48,1030.62,597.29,2902.05,852.76,1705.67,1459.71,271.63
CCL20,Endogenous,,81.44,5.14,834.5,152.07,,322.55,29.79,72.24,28.43,24.42,87.55,36.19,22.27,5.14,41.58,65.02,75.28,43.17,25.85,52.18,35.39,76.5,32.87,58.56,67.6,51.96,41.95,50.52,137.41,92.77,59.27,67.15,69.81,12.08,31.94,41.2,21.87,57.44,18.74,92.49,834.5,37.7,32.42,189.3,73.27,50.51,128.83,36.82,71.39,190.09,86.55,112.62,16.02
CCL21,Endogenous,,254.99,4.74,2927.91,203,,46.08,44.68,973.73,4.74,88.38,55.54,88.22,120.03,31.53,23.28,36.57,244.65,71.96,99.08,21.23,47.6,1394.32,7.95,175.69,13.35,73.09,130.95,921.61,179.23,241.21,35.56,37.15,25.72,11.48,12.78,665.23,8.36,11.49,46.63,1220.56,35.11,24.17,177.53,50.96,103.8,27.87,2927.91,69.55,439.06,961.13,32.45,173.26,6.87
CCL22,Endogenous,,24.11,2.74,161.28,103.16,,161.28,10.24,43.97,7.58,15.12,21.65,22.62,7.42,2.74,19.96,16.26,18.82,10.79,7.75,15.03,14.65,59.11,8.48,16.4,11.68,10.57,6.36,21.73,35.85,34.46,35.56,15.72,29.4,6.04,5.32,21.36,8.11,15.08,5,31.12,37.81,6.77,12.86,43.68,42.74,13.93,58.56,32.73,21.42,30.2,50.48,25.99,6.87
CCL23,Endogenous,,23.52,1,101.03,100.25,,69.12,18.62,84.81,5.69,3.49,20.71,18.1,8.66,3.43,4.99,14.22,18.82,8.1,12.92,6.19,12.2,20.86,10.6,11.71,15.02,4.4,3.81,101.03,35.85,15.9,43.46,7.14,14.7,3.02,10.65,22.89,1,22.26,7.08,74.34,81.02,11.6,35.51,32.76,36.64,6.97,46.85,20.46,24.99,26.65,46.88,17.33,5.34
CCL24,Endogenous,,9.9,1,47.8,114.59,,23.04,4.65,40.83,14.22,5.81,7.53,9.05,4.95,1.71,4.99,4.06,11.29,4.5,2.58,6.19,13.43,34.77,1.06,4.69,1,2.64,1.27,11.75,47.8,7.95,11.85,5.71,14.7,3.02,3.19,4.58,2.46,3.59,2.5,5.19,16.2,2.9,1.54,3.64,12.21,1.74,46.85,20.46,10.71,15.99,3.61,8.66,2.29
CCL25,Endogenous,,33.82,4.18,299.51,138.51,,299.51,16.76,28.27,8.53,22.09,6.59,33.93,12.37,23.99,24.95,32.51,56.46,21.59,14.65,7.96,17.09,20.86,6.36,28.11,10.85,9.69,20.34,5.87,71.69,26.51,59.27,15.72,44.09,21.74,13.84,18.31,4.18,10.05,5.41,15.56,45.91,21.27,5.15,50.96,79.38,19.16,152.25,49.09,42.83,19.54,39.67,51.98,10.68
CCL26,Endogenous,,50.14,6.65,232.26,89.64,,138.24,14.89,31.41,18.01,58.14,25.42,27.15,12.37,9.94,6.65,16.26,60.22,59.37,37.91,17.69,30.51,31.29,86.42,25.77,45.9,14.97,34.33,12.92,89.62,82.17,35.56,27.14,33.07,9.06,81.97,33.57,42.76,27.28,14.57,25.93,232.26,13.53,11.84,116.49,54.95,149.79,93.69,94.09,67.82,28.43,68.52,125.61,31.28
CCL27,Endogenous,,21.13,6.1,81.98,74.09,,69.12,13.03,15.71,21.8,16.28,8.47,15.84,25.98,10.28,31.6,18.29,33.87,13.49,9.48,38.91,6.1,10.43,7.42,23.43,17.52,11.45,13.98,13.51,59.74,15.9,27.66,24.29,11.02,16.91,15.97,18.31,6.14,7.18,7.49,13.83,16.2,26.1,8.75,43.68,18.32,22.64,81.98,16.36,21.42,14.21,28.85,34.65,10.68
CCL28,Endogenous,,8.23,1,29.87,90.76,,23.04,2.79,21.99,5.69,3.49,3.77,29.41,2.47,2.4,1.66,12.19,15.06,3.6,6.89,1,1.22,3.48,1.06,7.03,1,1,3.81,8.81,29.87,2.65,11.85,10,18.37,10.27,2.13,10.68,1,15.8,2.08,7.78,2.7,5.8,3.09,7.28,6.11,10.45,11.71,8.18,17.85,3.55,14.42,17.33,1
CCL3,Endogenous,,130.18,31.7,478.02,74.36,,276.47,67.02,339.24,33.17,176.75,152.5,40.72,43.31,80.88,81.49,111.75,387.67,76.46,85.3,65.45,123.27,100.84,200.94,32.8,120.17,31.7,264.44,73.42,59.74,164.34,181.75,70,191.07,47.11,135.2,61.03,40.55,57.44,89.52,171.15,478.02,39.63,90.05,207.5,183.18,231.66,175.67,85.91,99.95,53.3,209.15,69.3,90.8
CCL3L1,Endogenous,,178.72,23.9,656.26,72.97,,299.51,109.84,468.02,66.34,262.8,247.58,47.51,129.92,153.54,88.14,144.26,365.09,106.14,105.11,102.59,158.66,111.27,387.04,51.54,202.79,36.11,350.89,116.89,23.9,212.06,248.92,98.58,282.93,83.35,196.95,28.99,78.15,65.34,191.94,258.46,656.26,46.4,171.87,436.84,213.71,257.78,140.54,122.73,89.24,69.29,274.06,125.61,93.09
CCL4,Endogenous,,72.62,17.61,276.47,67.37,,276.47,29.79,163.34,28.43,90.7,115.79,29.41,28.46,65.12,29.93,60.96,105.39,40.48,39.63,41.57,57.36,45.2,112.93,32.8,68.43,17.61,134.76,69.31,65.72,127.23,86.92,24.29,73.49,18.72,87.3,19.83,19.17,41.64,46.63,107.19,148.54,23.2,63.81,134.69,103.8,106.25,117.12,49.09,96.38,44.41,72.12,69.3,54.94
CCL5,Endogenous,,288.65,35.64,1557.75,96.42,,460.79,225.27,735.01,142.16,512.81,318.18,176.45,148.49,323.87,48.23,264.15,218.3,157.41,66.34,79.6,114.73,1557.75,976.08,53.88,201.95,40.51,127.13,671.39,161.31,217.36,39.51,214.3,209.44,35.64,156.5,215.13,82.08,505.48,350.15,712.28,264.66,44.46,239.79,116.49,201.5,172.43,421.62,515.47,349.82,142.13,111.79,441.81,313.59
